         9880216 function calls (9817690 primitive calls) in 8.337 seconds

   Ordered by: cumulative time
   List reduced from 876 to 90 due to restriction <90>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.104    0.104    0.192    0.192 construction.py:891(_list_of_dict_to_arrays)
        1    0.098    0.098    0.187    0.187 data_quality.py:347(estimated_sample_interval)
     1521    0.098    0.000    0.290    0.000 behavioral_baseline.py:137(_sequential_product_sum)
   754789    0.091    0.000    0.091    0.000 {built-in method builtins.abs}
       13    0.086    0.007    0.679    0.052 behavioral_baseline.py:579(_fit_linear_model)
   472504    0.084    0.000    0.084    0.000 behavioral_baseline.py:597(<genexpr>)
   472504    0.082    0.000    0.082    0.000 behavioral_baseline.py:600(<genexpr>)
   100001    0.068    0.000    0.088    0.000 construction.py:915(<genexpr>)
      507    0.068    0.000    2.210    0.004 behavioral_baseline.py:145(_correlation)
   100000    0.064    0.000    0.241    0.000 data_quality.py:341(normalize_timestamp)
   100000    0.063    0.000    0.259    0.000 behavioral_baseline.py:216(_normalize_state)
   199998    0.056    0.000    0.056    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        1    0.050    0.050    0.729    0.729 behavioral_baseline.py:632(_fit_expected_models)
       27    0.045    0.002    0.819    0.030 behavioral_baseline.py:57(series)
   436006    0.044    0.000    0.044    0.000 {built-in method math.isfinite}
   200620    0.043    0.000    0.043    0.000 {method 'append' of 'list' objects}
   300024    0.035    0.000    0.035    0.000 behavioral_baseline.py:59(<genexpr>)
       30    0.032    0.001    0.032    0.001 {method 'commit' of 'sqlite3.Connection' objects}
   100027    0.030    0.000    0.030    0.000 {method 'endswith' of 'str' objects}
   100002    0.029    0.000    0.029    0.000 {method 'astimezone' of 'datetime.datetime' objects}
        1    0.029    0.029    3.206    3.206 behavioral_baseline.py:371(_learn_distributions)
        1    0.027    0.027    8.337    8.337 governed_benchmark.py:93(<lambda>)
    18003    0.025    0.000    0.039    0.000 data_quality.py:306(parse_numeric_value)
   100000    0.025    0.000    0.025    0.000 {built-in method fromisoformat}
   118140    0.024    0.000    0.024    0.000 behavioral_baseline.py:607(<genexpr>)
        1    0.023    0.023    1.727    1.727 behavioral_baseline.py:518(_learn_relationship_graph)
      399    0.022    0.000    0.022    0.000 {built-in method builtins.min}
75938/15910    0.021    0.000    0.027    0.000 encoder.py:334(_iterencode_dict)
   100002    0.020    0.000    0.020    0.000 {method 'keys' of 'dict' objects}
       15    0.018    0.001    0.018    0.001 {method 'executescript' of 'sqlite3.Connection' objects}
        1    0.016    0.016    0.016    0.016 {built-in method _collections._count_elements}
105547/105433    0.016    0.000    0.016    0.000 {built-in method builtins.len}
        3    0.015    0.005    0.019    0.006 managers.py:2246(_stack_arrays)
      120    0.015    0.000    0.015    0.000 {method 'execute' of 'sqlite3.Connection' objects}
   100000    0.015    0.000    0.015    0.000 data_quality.py:358(<genexpr>)
       22    0.015    0.001    0.030    0.001 {built-in method builtins.any}
   118140    0.013    0.000    0.013    0.000 behavioral_baseline.py:608(<genexpr>)
