         67572029 function calls (67568172 primitive calls) in 58.135 seconds

   Ordered by: cumulative time
   List reduced from 375 to 90 due to restriction <90>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.148    0.148   58.135   58.135 governed_benchmark.py:53(<lambda>)
        1    8.294    8.294   57.987   57.987 historical_ingestion.py:1521(build_historical_ingestion)
   750000    4.301    0.000   15.577    0.000 historical_ingestion.py:787(add)
   750011    0.593    0.000   11.645    0.000 historical_ingestion.py:181(_stable_json)
   750013    1.612    0.000   11.056    0.000 __init__.py:183(dumps)
   750013    1.381    0.000    9.076    0.000 encoder.py:183(encode)
   500011    0.838    0.000    7.475    0.000 historical_ingestion.py:185(_digest)
   750013    7.030    0.000    7.030    0.000 encoder.py:205(iterencode)
750205/750061    1.457    0.000    6.622    0.000 {built-in method builtins.any}
   750003    3.648    0.000    5.417    0.000 historical_ingestion.py:390(_iter_source_rows)
  9250000    3.647    0.000    5.165    0.000 historical_ingestion.py:793(<genexpr>)
  1500000    3.420    0.000    5.073    0.000 historical_ingestion.py:535(_parse_number)
   500002    0.707    0.000    3.119    0.000 historical_ingestion.py:450(_canonical_timestamp)
   500004    1.923    0.000    1.923    0.000 {method 'isoformat' of 'datetime.datetime' objects}
   501000    0.898    0.000    1.921    0.000 historical_ingestion.py:425(_parse_timestamp)
  1500476    1.856    0.000    1.856    0.000 {method 'update' of '_hashlib.HASH' objects}
  8500000    1.517    0.000    1.517    0.000 {method 'isalpha' of 'str' objects}
  7252206    1.479    0.000    1.479    0.000 {method 'strip' of 'str' objects}
        1    0.475    0.475    1.431    1.431 historical_ingestion.py:1031(_timestamp_profile)
  6252901    1.282    0.000    1.282    0.000 {method 'get' of 'dict' objects}
   750000    0.324    0.000    1.003    0.000 {built-in method builtins.all}
  4751579    0.903    0.000    0.903    0.000 {built-in method builtins.len}
        3    0.002    0.001    0.784    0.261 historical_ingestion.py:203(file_sha256)
   250020    0.124    0.000    0.755    0.000 tempfile.py:636(func_wrapper)
        2    0.737    0.368    0.737    0.368 {built-in method posix.fsync}
   500022    0.715    0.000    0.715    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.002    0.001    0.705    0.353 upload_state_repository.py:383(persist_immutable_derived_artifact)
   750000    0.525    0.000    0.678    0.000 historical_ingestion.py:417(<genexpr>)
   501012    0.653    0.000    0.653    0.000 {built-in method fromisoformat}
  2000020    0.649    0.000    0.649    0.000 {method 'replace' of 'str' objects}
   250001    0.625    0.000    0.625    0.000 {method 'write' of '_io.TextIOWrapper' objects}
  1750057    0.615    0.000    0.615    0.000 {built-in method builtins.max}
   500022    0.571    0.000    0.571    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
  1250022    0.467    0.000    0.467    0.000 {method 'encode' of 'str' objects}
